City,Date,PM2.5,PM10,NO2,SO2,TempMax(deg-f),TempAvg(deg-f),TempMin(deg-f)
Delhi,28-03-2022,103.43,198.37,47.3,21.93,101,83.6,71
Delhi,29-03-2022,147.94,269.81,63.75,34.33,102,83.5,67
Delhi,30-03-2022,136.96,295.62,49.35,35.76,102,84,69
Delhi,31-03-2022,198.6,353.89,65.12,33.38,101,86.6,69
Delhi,01-04-2022,239.63,320.94,40.1,22.89,97,82.4,71
Delhi,02-04-2022,58.41,90.05,27.76,18.6,101,83.1,66
Delhi,03-04-2022,153.86,210.59,46.61,51.5,102,83.3,68
Delhi,04-04-2022,161.41,270.48,67.86,36.72,100,83.3,68
Delhi,05-04-2022,60.69,95.11,20.73,18.6,101,83.6,67
Delhi,06-04-2022,71.39,101.05,21.25,16.45,102,84.3,68
Delhi,07-04-2022,76.46,123.17,32.9,21.46,103,85.1,68
Delhi,08-04-2022,74.81,130.08,39.41,22.17,106,86.5,69
Delhi,09-04-2022,49.81,93.51,23.99,14.07,107,88.3,70
Delhi,10-04-2022,69.05,115.27,27.42,25.27,107,89.5,76
Delhi,11-04-2022,57.72,94.08,19.71,16.93,107,89.1,74
Delhi,12-04-2022,49.99,98.08,28.1,16.93,101,87,74
Delhi,13-04-2022,406.45,536.39,178.22,154.5,104,88.5,72
Delhi,14-04-2022,151.9,335.41,65.8,43.87,101,89,81
Delhi,15-04-2022,177.27,341.35,61.69,55.31,101,87.9,77
Delhi,16-04-2022,88.97,147.71,29.82,24.56,103,87.4,74
Delhi,17-04-2022,57.96,106.29,34.62,16.93,104,89.1,74
Delhi,18-04-2022,94.57,186.45,42.16,31.95,107,90,74
Delhi,19-04-2022,57.21,99.22,27.08,15.74,108,91.1,76
Delhi,20-04-2022,69.58,153,32.22,22.41,106,92,82
Delhi,21-04-2022,64.35,124.83,24.68,22.65,95,86.3,77
Delhi,22-04-2022,94.51,188.32,31.87,30.28,101,86.5,75
Delhi,23-04-2022,45.86,92.08,18.68,18.12,101,86.1,71
Delhi,24-04-2022,41.32,67.33,13.88,21.93,102,89,73
Delhi,25-04-2022,45.4,71.95,14.05,14.78,104,90,74
Delhi,26-04-2022,55.68,115.03,33.59,24.32,103,89.5,76
Delhi,27-04-2022,64.46,119.31,23.31,21.22,106,90.1,74
Delhi,28-04-2022,57.53,95.42,26.39,18.84,109,91.3,73
Delhi,29-04-2022,73.78,159.62,47.3,23.6,110,93.9,80
Delhi,30-04-2022,34.75,67.69,20.73,12.52,109,94.6,80
Delhi,01-05-2022,43.97,94.37,27.08,15.5,102,91.8,83
Delhi,02-05-2022,89.83,106.27,15.25,35.76,103,92.4,83
Delhi,03-05-2022,49.88,63.86,20.05,40.05,100,91.9,85
Delhi,04-05-2022,135.31,166.38,47.3,61.04,99,86.4,74
Delhi,05-05-2022,203.44,318.02,75.4,63.9,97,85.6,74
Delhi,06-05-2022,76.27,166.75,40.1,22.17,100,89.8,77
Delhi,07-05-2022,61.73,125.65,31.87,19.55,102,89.5,81
Delhi,08-05-2022,122.14,199.48,38.73,32.9,104,94.5,85
Delhi,09-05-2022,52.2,67.54,18.16,36.72,103,92.6,83
Delhi,10-05-2022,52.25,68.1,24.33,46.73,103,93.4,86
Delhi,11-05-2022,96.1,148.12,26.39,21.46,105,94.5,85
Delhi,12-05-2022,111.8,135.14,27.76,52.93,106,96.9,86
Delhi,13-05-2022,140.86,181.42,30.85,61.99,107,92.9,77
Delhi,14-05-2022,101.32,152.15,29.47,26.46,110,98.9,78
Delhi,15-05-2022,83.16,130.35,30.5,21.93,114,97.4,80
Delhi,16-05-2022,303.4,432.3,124.75,141.14,107,98.4,88
Delhi,17-05-2022,244.87,311.14,63.06,77.25,105,95,83
Delhi,18-05-2022,123.96,157.81,16.79,31.47,103,95,87
Delhi,19-05-2022,187.76,366.19,67.17,64.85,109,95.8,83
Delhi,20-05-2022,140.53,321.63,40.44,34.81,112,98.1,84
Delhi,21-05-2022,174.64,276.16,36.33,40.53,108,92.5,77
Delhi,22-05-2022,210,364.56,61.01,53.88,101,90.9,76
Delhi,23-05-2022,90.95,139.56,15.08,30.99,87,76.1,65
Delhi,24-05-2022,43.56,48.08,6.68,10.37,89,80.4,68
Delhi,25-05-2022,97.1,139.02,31.19,30.99,92,83.5,76
Delhi,26-05-2022,193.1,334.2,65.12,28.13,96,87.4,74
Delhi,27-05-2022,114.74,162.44,25.36,26.46,101,89.4,80
Delhi,28-05-2022,76.15,193.09,39.07,17.64,103,94.6,82
Delhi,29-05-2022,154.01,340.52,70.6,38.15,105,92.3,85
Delhi,30-05-2022,106.33,169.98,15.77,31.95,103,84.3,74
Delhi,31-05-2022,191.05,395.99,61.01,51.5,101,91.4,78
Delhi,01-06-2022,343.46,627.57,132.98,52.93,105,94.3,79
Delhi,02-06-2022,110.73,290.04,48.67,27.66,107,94.5,83
Delhi,03-06-2022,118.76,286.19,52.78,31.95,109,96.4,79
Delhi,04-06-2022,164.09,319.19,86.37,69.62,110,95.4,85
Delhi,05-06-2022,94.56,220.36,54.15,27.66,110,97.3,86
Delhi,06-06-2022,49.38,165.48,23.65,19.07,109,95.1,82
Delhi,07-06-2022,250.72,464.7,111.04,93.46,109,99,89
Delhi,08-06-2022,95.27,261.5,29.47,27.42,110,96.9,86
Delhi,09-06-2022,38.29,126.76,18.34,16.69,109,98.3,85
Delhi,10-06-2022,188.34,423.12,91.85,69.62,109,96.9,89
Delhi,11-06-2022,80.18,233.44,42.84,25.27,110,99.6,89
Delhi,12-06-2022,68.65,200.16,23.65,16.69,109,99.8,92
Delhi,13-06-2022,45.66,125.42,23.31,15.5,108,99,92
Delhi,14-06-2022,34.63,100.38,14.57,16.21,103,95,90
Delhi,15-06-2022,15.74,32.27,9.17,10.49,107,97.8,87
Delhi,16-06-2022,15.51,30.78,11.31,12.64,101,91.3,81
Delhi,17-06-2022,61.4,96.29,60.32,49.11,91,81.8,77
Delhi,18-06-2022,103.3,156.46,79.51,56.27,90,83.9,78
Delhi,19-06-2022,24.93,38.95,28.1,24.32,86,82,77
Delhi,20-06-2022,136.75,222.45,53.47,33.38,90,84.6,77
Delhi,21-06-2022,65.14,101.83,47.98,28.85,92,85,79
Delhi,22-06-2022,211.04,251.2,82.94,74.39,96,87,79
Delhi,23-06-2022,56.79,90.37,21.93,12.99,99,91.1,80
Delhi,24-06-2022,42.57,67.89,16.11,11.8,101,92,82
Delhi,25-06-2022,89.72,208.61,58.26,18.6,103,91.6,78
Delhi,26-06-2022,317.45,502.68,105.56,66.76,104,94.4,85
Delhi,27-06-2022,30.56,38.24,16.28,39.58,104,96.9,88
Delhi,28-06-2022,27.86,38.68,35.3,69.62,105,95.9,89
Delhi,29-06-2022,176.14,343.41,65.8,46.73,105,94.5,86
Delhi,30-06-2022,40.72,49.85,24.33,50.54,85,80.7,77
Delhi,01-07-2022,50.47,58.51,43.18,75.34,88,83,79
Delhi,02-07-2022,502.21,662.39,98.71,82.97,93,87.4,80
Delhi,03-07-2022,59.24,67.11,31.19,43.87,95,88.2,82
Delhi,04-07-2022,341.82,475.94,66.49,32.42,96,90.9,83
Delhi,05-07-2022,488.33,626.17,138.46,64.85,99,92.9,86
Delhi,06-07-2022,61.19,70.73,11.31,19.31,100,93.4,86
Delhi,07-07-2022,76.26,122.83,32.22,25.75,100,94,88
Delhi,08-07-2022,47.93,73.78,25.7,26.7,100,94,87
Delhi,09-07-2022,81.3,113.43,32.22,35.29,95,87.8,83
Delhi,10-07-2022,39.66,46.31,25.02,37.67,93,87.5,82
Delhi,11-07-2022,69.86,99.43,21.93,20.03,95,89,83
Delhi,12-07-2022,194.24,253.84,27.76,32.9,91,85.3,82
Delhi,13-07-2022,111.23,151.29,44.55,37.67,96,88.8,82
Delhi,14-07-2022,72.18,107.57,20.39,17.17,100,90,83
Delhi,15-07-2022,47.65,73.72,21.08,17.4,99,91.8,83
Delhi,16-07-2022,100.1,146.67,48.67,35.76,96,83.1,78
Delhi,17-07-2022,55.49,68.53,23.65,33.38,93,86.8,78
Delhi,18-07-2022,108.93,175.99,30.5,14.19,99,92.1,84
Delhi,19-07-2022,126.51,180.63,34.96,24.56,96,88.6,84
Delhi,20-07-2022,563.53,623.15,120.64,165.94,93,82.4,78
Delhi,22-07-2022,161.88,209.17,53.47,39.1,93,85,81
Delhi,23-07-2022,100.42,125.34,56.21,67.71,92,86.3,81
Delhi,24-07-2022,43.63,62.96,21.93,18.36,95,87,82
Delhi,25-07-2022,28.33,33.75,20.91,34.81,94,87.3,82
Delhi,26-07-2022,61.56,70.41,26.39,51.5,92,86.5,82
Delhi,27-07-2022,80.43,92.67,32.22,51.02,93,86.3,82
Delhi,28-07-2022,70.35,82.47,61.69,74.39,87,82.3,79
Delhi,29-07-2022,136.34,198.03,48.67,48.64,89,82,79
Delhi,30-07-2022,118.51,142.48,69.92,62.94,89,82.4,78
Delhi,31-07-2022,203.93,287.12,33.59,37.67,89,84,79
Delhi,01-08-2022,40.29,65.86,34.62,24.32,91,85.6,81
Delhi,02-08-2022,186.08,284.58,48.67,33.38,95,89,81
Delhi,03-08-2022,135.75,203.1,47.3,23.84,92,87.4,84
Delhi,04-08-2022,133.21,155.38,66.49,74.39,93,85.5,82
Delhi,05-08-2022,67.9,88.62,40.1,44.82,86,82.9,81
Delhi,06-08-2022,192.4,260.38,50.72,27.66,91,87,82
Delhi,07-08-2022,389.09,455.21,112.41,56.27,84,81.6,80
Delhi,08-08-2022,76.8,112.19,28.1,19.55,94,87.9,80
Delhi,09-08-2022,115.76,195.86,43.18,19.31,97,91,84
Delhi,10-08-2022,114.47,215.98,31.19,14.78,96,90.4,85
Delhi,11-08-2022,55.39,79.6,23.31,23.84,88,84.6,81
Delhi,12-08-2022,52.07,85.6,22.62,10.49,98,89.9,81
Delhi,13-08-2022,56.66,74.63,26.73,33.86,94,88.5,84
Delhi,14-08-2022,195.8,261.13,72.66,35.29,90,83.9,81
Delhi,15-08-2022,99.58,120.55,26.39,27.66,92,86,81
Delhi,16-08-2022,57.59,79.01,16.45,12.16,91,84.1,81
Delhi,17-08-2022,37.14,43.73,20.91,35.29,93,85.9,79
Delhi,18-08-2022,136.25,202.44,64.43,41.01,94,88.5,81
Delhi,19-08-2022,34.02,52.33,23.65,16.21,95,88.8,83
Delhi,20-08-2022,51.48,109.41,38.73,16.45,89,85.8,83
Delhi,21-08-2022,108.32,203.87,36.33,15.74,94,87.9,82
Delhi,22-08-2022,36.35,49.58,13.71,8.23,96,89.6,84
Delhi,23-08-2022,14.64,23.48,14.05,13.47,93,87.5,83
Delhi,24-08-2022,26.31,34.11,27.08,44.35,90,85.3,81
Delhi,25-08-2022,72.82,97.3,33.59,34.33,91,86,80
Delhi,26-08-2022,413.25,637.01,82.25,45.78,94,88.4,81
Delhi,27-08-2022,19.04,32.65,15.94,10.85,94,87.6,83
Delhi,28-08-2022,23.48,47.03,19.36,10.85,94,87.6,81
Delhi,29-08-2022,100.43,195.81,52.78,35.76,95,85.6,79
Delhi,30-08-2022,128.92,165.9,23.99,26.94,93,86.8,82
Delhi,31-08-2022,139.01,254.6,45.24,29.09,99,90.4,82
Delhi,01-09-2022,57.32,100.35,37.01,21.7,98,90.3,83
Delhi,02-09-2022,139.61,282.39,38.04,23.6,93,86.8,82
Delhi,03-09-2022,105.75,224.88,43.18,22.89,96,89.9,83
Delhi,04-09-2022,44.39,81.7,37.01,22.41,97,90.1,83
Delhi,05-09-2022,17.11,32.5,20.05,17.4,98,89.1,82
Delhi,06-09-2022,133.66,253.98,48.67,37.67,96,88.6,82
Delhi,07-09-2022,70.55,137.25,39.07,25.03,98,90.1,81
Delhi,08-09-2022,62.63,133.79,35.3,16.45,97,89.6,82
Delhi,09-09-2022,195.81,247.95,44.55,55.79,98,90.3,82
Delhi,10-09-2022,97.03,120.79,39.07,55.79,96,89.1,84
Delhi,11-09-2022,72.46,98.54,38.73,36.72,96,90.1,83
Delhi,12-09-2022,38.5,57.61,21.76,25.75,98,88.8,79
Delhi,13-09-2022,78.82,119.81,49.35,42.92,94,86.3,78
Delhi,14-09-2022,11.93,19.49,13.02,18.6,90,83,78
Delhi,15-09-2022,20.55,27.71,17.99,16.69,86,79.9,77
Delhi,16-09-2022,23.83,31.4,21.08,12.76,78,77,75
Delhi,17-09-2022,391.86,492.94,81.57,63.9,92,83.9,75
Delhi,18-09-2022,183.01,228.73,32.9,27.42,93,84.5,77
Delhi,19-09-2022,403.79,513.43,79.51,32.42,91,83.6,79
Delhi,20-09-2022,285.89,365.61,74.03,43.39,92,83.4,78
Delhi,21-09-2022,165.45,228.79,52.78,33.38,90,80.3,76
Delhi,22-09-2022,450.22,668.16,66.49,95.37,82,77.9,77
Delhi,23-09-2022,44.76,55.71,27.76,28.61,80,76.9,76
Delhi,24-09-2022,35.99,43.09,25.36,31.95,78,77.3,76
Delhi,25-09-2022,37.56,44.1,31.19,46.25,86,81.8,76
Delhi,26-09-2022,166.83,251.99,31.19,15.74,90,82,76
Delhi,27-09-2022,158.14,286.15,34.27,18.12,92,84.1,76
Delhi,28-09-2022,201.26,365.22,29.82,24.56,92,85,80
Delhi,29-09-2022,177.32,326.5,34.27,19.07,92,83.5,77
Delhi,30-09-2022,205.85,335.97,39.41,19.07,93,84.1,77
Delhi,01-10-2022,219.25,319.79,53.47,21.7,92,83.4,77
Delhi,02-10-2022,334.31,481.43,48.67,35.29,95,84.6,76
Delhi,03-10-2022,72.54,128.41,22.62,8.34,94,84.7,76
Delhi,04-10-2022,75.43,113.01,22.28,13.11,93,83.9,75
Delhi,05-10-2022,265.93,331.09,43.18,29.09,92,83.8,77
Delhi,06-10-2022,45.77,62.33,27.42,33.86,86,79.9,75
Delhi,07-10-2022,36.84,58.28,30.5,36.72,80,76.6,74
Delhi,08-10-2022,25.03,32.49,21.93,20.27,74,72.4,71
Delhi,09-10-2022,26.08,31.33,18.68,13.35,75,71.9,70
Delhi,10-10-2022,35.28,43.13,35.64,37.19,74,71.6,68
Delhi,11-10-2022,75.05,115.59,30.85,20.5,83,77,71
Delhi,12-10-2022,377.02,593.24,91.85,82.02,84,77.1,72
Delhi,13-10-2022,117.26,157.38,32.9,10.01,86,76.9,68
Delhi,14-10-2022,116.78,157.84,29.82,10.37,88,78.5,70
Delhi,15-10-2022,135.13,182.37,31.87,12.04,88,77.4,70
Delhi,16-10-2022,190.16,298.05,47.98,13.23,89,76.4,69
Delhi,17-10-2022,251.99,331.44,60.32,22.17,89,77.5,67
Delhi,18-10-2022,334.29,459.13,46.61,22.41,89,77.6,69
Delhi,19-10-2022,1106.14,1359.15,153.54,90.6,92,78,66
Delhi,20-10-2022,826.95,1008.58,119.27,47.21,93,76.8,65
Delhi,21-10-2022,491.91,595.44,91.85,47.68,91,78.6,67
Delhi,22-10-2022,1328.35,1634.11,260.47,240.33,88,76.5,68
Delhi,23-10-2022,126.56,186.4,35.64,8.46,86,74,62
Delhi,24-10-2022,111.64,166.21,41.13,9.06,87,73.1,63
Delhi,25-10-2022,77.17,105.5,27.08,11.09,86,73.9,62
Delhi,26-10-2022,139.39,214.25,46.61,13.47,89,73.6,62
Delhi,27-10-2022,568.2,791.9,78.14,89.65,87,73.9,63
Delhi,28-10-2022,655.57,960.08,111.04,92.51,86,72.9,62
Delhi,29-10-2022,1178.07,1521.95,331.76,270.84,87,73.6,64
Delhi,30-10-2022,561.08,736.88,178.22,83.92,86,72.3,63
Delhi,31-10-2022,289.46,460.31,55.52,21.46,86,73.9,63
Delhi,01-11-2022,1528.94,1807.62,323.53,328.06,90,73.8,64
Delhi,02-11-2022,264.17,352.55,87.74,27.18,86,74.1,64
Delhi,03-11-2022,277.12,358.92,34.96,15.26,87,72.8,63
Delhi,04-11-2022,185,303,51.5,13.25,86,73.5,65
Delhi,05-11-2022,420,512,48,23.37,86,74.8,65
Delhi,06-11-2022,288.78,355.99,35.64,19.79,88,76.6,67
Delhi,07-11-2022,725.23,952.48,63.75,22.17,90,76.4,67
Delhi,08-11-2022,590.92,750.23,115.16,41.48,82,73.9,66
Delhi,09-11-2022,638.5,839.27,98.71,33.86,85,72.8,65
Delhi,10-11-2022,699.29,871.07,132.98,41.01,84,74,66
Delhi,11-11-2022,96.69,135.73,36.67,11.09,82,70.5,62
Delhi,12-11-2022,118.38,145.78,24.33,11.21,81,67.6,58
Delhi,13-11-2022,101.74,121.6,17.65,11.44,81,66.9,57
Delhi,14-11-2022,503.67,667.62,116.53,117.3,86,72.9,61
Delhi,15-11-2022,54.92,74.93,20.91,13.71,84,69.9,62
Delhi,16-11-2022,284.33,479.35,81.57,34.33,80,66.9,57
Delhi,17-11-2022,82.82,110.26,28.45,13.47,77,64,57
Delhi,18-11-2022,95.28,127.56,32.22,11.56,78,64.4,53
Delhi,19-11-2022,185.29,311.85,58.26,17.4,79,63.4,53
Delhi,20-11-2022,132.92,169.16,34.96,9.06,79,64,53
Delhi,21-11-2022,105.75,127.54,22.62,8.7,79,63.1,53
Delhi,22-11-2022,77.33,108.83,32.56,13.47,79,65.3,55
Delhi,23-11-2022,81.54,114.41,39.76,13.11,80,62.8,51
Delhi,24-11-2022,59.02,85.34,30.16,12.16,80,62.9,50
Delhi,25-11-2022,238.33,368.83,60.32,22.89,80,61.3,50
Delhi,26-11-2022,222.84,277.57,47.3,11.68,79,63.9,50
Delhi,27-11-2022,247.87,290.95,37.7,10.13,81,62.4,51
Delhi,28-11-2022,282.78,375.45,49.35,9.66,78,61.6,50
Delhi,29-11-2022,307.62,445.28,58.95,22.17,77,60.5,49
Delhi,30-11-2022,282.77,367.4,63.06,12.16,78,62.9,51
Delhi,01-12-2022,182.07,235.98,56.21,9.78,77,61.5,50
Delhi,02-12-2022,360.19,492.32,54.84,19.79,80,62,50
Delhi,03-12-2022,1622.6,1849.5,252.25,234.6,78,61.9,51
Delhi,04-12-2022,240.28,342.97,49.35,16.45,77,62,52
Delhi,05-12-2022,234.06,309.54,47.3,10.97,77,61,51
Delhi,06-12-2022,328.96,408.61,59.63,11.68,74,59.8,49
Delhi,07-12-2022,191.52,220.06,17.65,14.07,75,61.3,51
Delhi,08-12-2022,151.84,193.79,21.93,12.04,76,62.8,51
Delhi,09-12-2022,256.32,365.33,56.89,11.92,79,62,51
Delhi,11-12-2022,129.73,156.67,26.05,7.21,81,62.1,51
Delhi,12-12-2022,70,94.44,26.05,6.97,79,62.4,50
Delhi,13-12-2022,97.76,122.82,28.79,9.89,78,63.6,50
Delhi,14-12-2022,75.48,91.56,15.94,10.85,75,60.8,50
Delhi,15-12-2022,83.99,115.34,36.33,9.54,73,57.1,47
Delhi,16-12-2022,49.95,71.26,22.96,8.34,74,58.3,47
Delhi,17-12-2022,239.05,349.31,47.3,11.56,74,58.5,47
Delhi,18-12-2022,320.15,445.19,52.09,19.79,74,57.4,46
Delhi,19-12-2022,342.87,397.85,39.07,9.3,72,55.8,47
Delhi,20-12-2022,297.19,359.54,45.93,9.3,73,57.3,49
Delhi,21-12-2022,265.43,325.04,50.04,8.94,68,56,47
Delhi,22-12-2022,334.12,377.71,34.27,9.06,67,55.5,48
Delhi,23-12-2022,374.96,450.43,51.41,9.66,67,54.6,47
Delhi,24-12-2022,332.45,361.09,28.45,6.91,67,53.9,47
Delhi,25-12-2022,134.54,151.33,17.99,5.48,60,50.3,45
Delhi,26-12-2022,303.25,352.97,36.67,11.92,59,49.9,44
Delhi,27-12-2022,340,381.52,37.01,7.45,62,52.3,45
Delhi,28-12-2022,162.53,180.2,17.82,11.21,71,57.6,47
Delhi,29-12-2022,187.14,212.12,21.08,8.11,74,59.8,49
Delhi,30-12-2022,292.74,348.07,52.78,27.18,72,59.9,51
Delhi,31-12-2022,430.09,555.74,43.87,13.23,66,57.4,49
Delhi,01-01-2023,139.81,174.11,29.82,6.79,69,56.9,45
Delhi,02-01-2023,327.56,496.22,82.25,59.6,62,54.5,49
Delhi,03-01-2023,457.21,575.83,61.69,17.64,60,52.1,44
Delhi,04-01-2023,186.27,209.09,22.96,7.21,60,48.8,42
Delhi,05-01-2023,247.34,286.98,30.16,8.23,59,50.3,45
Delhi,06-01-2023,276.72,354.3,47.98,9.06,60,48.8,42
Delhi,07-01-2023,266.66,326.47,57.58,11.09,59,49.4,43
Delhi,08-01-2023,207.43,230.58,23.65,5.48,64,49,41
Delhi,09-01-2023,272.78,332.29,45.93,7.63,65,52.9,45
Delhi,10-01-2023,363.26,499.49,43.87,19.79,63,51.4,44
Delhi,11-01-2023,271.77,303.33,25.7,9.3,65,54,43
Delhi,12-01-2023,396.32,433.76,26.73,12.87,69,58.6,51
Delhi,13-01-2023,244.51,271.21,30.85,25.75,71,61.1,54
Delhi,14-01-2023,512.65,686.98,45.93,45.3,64,55.6,49
Delhi,15-01-2023,184.07,202.35,14.74,8.46,62,49.9,41
Delhi,16-01-2023,99.67,128.28,31.19,7.15,64,52.6,40
Delhi,17-01-2023,90.82,124.04,34.27,8.11,67,52.4,40
Delhi,18-01-2023,205.69,285.32,58.95,10.13,65,51.4,41
Delhi,19-01-2023,206.5,277.33,54.84,9.06,71,59.5,49
Delhi,20-01-2023,276.36,323.54,71.97,45.3,73,60.4,53
Delhi,21-01-2023,180.39,247.52,41.47,9.66,73,59.5,47
Delhi,22-01-2023,221.21,292.12,45.93,11.44,74,60.4,50
Delhi,23-01-2023,142.38,189.85,36.67,9.06,77,61,49
Delhi,24-01-2023,657.43,848.52,93.22,64.85,69,63,56
Delhi,25-01-2023,113.38,152.07,35.99,16.69,65,60.5,54
Delhi,26-01-2023,144.29,184.4,35.64,9.18,62,57.1,51
Delhi,27-01-2023,85.28,102.29,21.42,8.23,68,55.4,46
Delhi,28-01-2023,90.74,107.95,20.56,9.06,73,56.5,46
Delhi,29-01-2023,340.1,458.82,50.72,51.5,62,56.3,47
Delhi,30-01-2023,105.61,121.01,24.33,22.89,66,58,53
Delhi,31-01-2023,796.22,1023.83,61.01,66.76,68,59.7,54
Delhi,01-02-2023,54.39,65.42,12.85,6.97,68,58.1,50
Delhi,02-02-2023,117.86,134.51,17.65,16.69,74,62.9,51
Delhi,03-02-2023,136.28,172.03,24.68,9.18,74,61.9,53
Delhi,04-02-2023,123.24,163.88,26.73,8.34,77,63.5,52
Delhi,05-02-2023,159.87,187.93,20.56,8.46,77,62.5,54
Delhi,06-02-2023,826.78,1035.89,119.27,173.57,83,67.8,51
Delhi,07-02-2023,541.01,730.81,54.84,29.8,76,64.5,56
Delhi,08-02-2023,53.21,76.51,24.68,9.18,74,61.1,52
Delhi,09-02-2023,142.52,187.76,37.7,10.25,83,67.5,51
Delhi,10-02-2023,160.81,199.25,52.78,29.56,85,70.6,59
Delhi,11-02-2023,394.96,501.77,64.43,20.98,81,67.8,59
Delhi,12-02-2023,204.58,248.29,23.31,12.76,74,62.3,54
Delhi,13-02-2023,55.8,68.1,14.05,12.28,72,61.6,50
Delhi,14-02-2023,51.95,62.9,11.31,10.01,78,64.4,51
Delhi,15-02-2023,127.06,160.01,28.79,12.76,81,66.9,56
Delhi,16-02-2023,237.29,298.79,34.27,14.19,82,66.6,54
Delhi,17-02-2023,539.12,748.46,49.35,43.39,83,69.1,59
Delhi,18-02-2023,499.3,622.31,45.93,12.4,85,70.3,56
Delhi,19-02-2023,551.76,689.6,87.05,32.9,86,70.1,56
Delhi,20-02-2023,1198.44,1429.13,282.41,196.46,88,72.6,59
Delhi,21-02-2023,182.15,221.8,56.89,38.62,88,73.6,63
Delhi,22-02-2023,333.06,405.63,33.59,11.32,82,71.3,62
Delhi,23-02-2023,144.74,186.33,35.3,12.28,83,69.6,60
Delhi,25-02-2023,189.04,248.32,27.76,14.78,86,69.8,56
Delhi,26-02-2023,227.44,355.76,61.01,32.42,89,73.1,58
Delhi,27-02-2023,144.35,209.14,29.13,11.68,89,73.4,61
Delhi,28-02-2023,97.14,152.74,39.07,13.95,85,72.9,59
Delhi,01-03-2023,45.4,88.04,32.22,13.47,85,72.4,61
Delhi,02-03-2023,119.01,217.03,43.53,15.02,87,73.5,61
Delhi,03-03-2023,73.26,112.44,27.42,10.61,89,75.5,64
Delhi,04-03-2023,47.31,78,26.39,9.66,79,71.8,65
Delhi,05-03-2023,63.56,81.04,17.14,8.23,87,73.6,63
Delhi,06-03-2023,47.78,75.14,24.68,10.01,86,73.4,62
Delhi,07-03-2023,89.77,139.13,40.78,13.47,87,73.9,63
Delhi,08-03-2023,242.58,349.63,69.23,41.48,85,72.8,62
Delhi,09-03-2023,176.23,240.21,67.86,22.41,85,73.1,65
Delhi,10-03-2023,131.67,177.75,60.32,22.17,86,74.5,62
Delhi,11-03-2023,123.8,196.35,45.24,14.54,89,75.5,64
Delhi,12-03-2023,216.39,313.09,50.04,19.55,92,75.4,62
Delhi,13-03-2023,113.91,176.79,30.5,12.4,91,76.5,64
Delhi,14-03-2023,232.14,414.87,52.78,29.33,91,77.9,67
Delhi,15-03-2023,225.05,382.11,54.15,42.44,92,78.3,67
Delhi,16-03-2023,461.88,634.09,87.74,80.11,90,78.1,70
Delhi,17-03-2023,154.07,213.69,76.09,58.65,83,75.5,67
Delhi,18-03-2023,817.91,1025.13,104.19,116.35,75,68.9,65
Delhi,19-03-2023,257.41,345.1,52.09,22.89,79,70.5,64
Delhi,20-03-2023,206.47,314.72,45.24,17.88,80,68.1,60
Delhi,21-03-2023,351.35,485.55,90.48,118.26,75,67.9,62
Delhi,22-03-2023,176.04,299,30.5,18.12,82,71.5,60
Delhi,23-03-2023,156.78,258.68,46.61,17.4,86,74.5,64
Delhi,24-03-2023,117.69,214.38,39.76,17.17,82,71,64
Delhi,25-03-2023,118,146.5,39.07,60.56,85,73.9,63
Delhi,26-03-2023,118.82,193.5,30.5,13.83,87,74.6,64
Delhi,27-03-2023,67.12,117.61,30.5,9.66,83,73.5,65
Delhi,28-03-2023,91.42,126.99,24.68,11.8,86,74.1,63
Delhi,29-03-2023,85.9,133.71,32.22,11.92,91,75.9,64
Delhi,30-03-2023,282.94,431.49,119.27,87.74,90,72.4,63
Delhi,31-03-2023,73.45,90.69,20.91,13.47,81,70.6,62
Delhi,01-04-2023,261.46,340.84,66.49,38.15,81,70.4,63
Delhi,02-04-2023,159.28,250.7,33.93,13.23,85,73.6,62
Delhi,03-04-2023,51.82,89.08,26.73,7.99,89,76,65
Delhi,04-04-2023,72.77,107.94,25.02,28.37,86,74.9,64
Delhi,05-04-2023,45.67,76.64,25.36,10.97,88,74.9,63
Delhi,06-04-2023,40.69,63.83,22.62,15.26,90,76.3,65
Delhi,07-04-2023,46.18,73.79,23.65,16.69,92,79,63
Delhi,08-04-2023,39.59,64.93,22.28,11.21,92,78.1,67
Delhi,09-04-2023,42.89,71.28,22.28,11.44,94,78.1,63
Delhi,10-04-2023,36.04,58.07,17.65,9.89,94,78.4,63
Delhi,11-04-2023,55.16,88.52,28.79,16.93,98,83,65
Delhi,12-04-2023,35.26,59.71,15.59,15.74,94,83.5,73
Delhi,13-04-2023,130.03,241.21,58.95,35.29,99,83.5,69
Delhi,14-04-2023,75,124.07,24.68,18.36,101,85.3,71
Delhi,15-04-2023,89.7,174.59,53.47,23.37,104,89.4,71
Delhi,16-04-2023,254.6,380.28,87.74,76.29,104,89.4,77
Delhi,17-04-2023,106.33,226.41,45.24,36.72,104,86.6,73
Delhi,18-04-2023,391.76,595.21,156.28,173.57,102,90.6,74
Delhi,19-04-2023,85.27,177.98,41.81,30.52,99,89,79
Delhi,20-04-2023,33.52,61.64,23.65,17.88,95,85,78
Delhi,21-04-2023,16.45,29.01,12.68,11.56,96,85.3,73
Delhi,22-04-2023,35.63,58.58,17.48,27.18,96,84.5,72
Delhi,23-04-2023,23.82,40.71,13.54,12.28,85,80.1,76
Delhi,24-04-2023,77.31,162.52,49.35,24.8,92,81.5,74
