City,Date,PM2.5,PM10,NO2,SO2,TempMax(deg-f),TempAvg(deg-f),TempMin(deg-f)
Delhi,2019-09-09,56.31,126.43,30.47,8.45,97,89.8,85
Delhi,2019-09-10,64.48,144.47,34.12,9.49,98,90.4,83
Delhi,2019-09-11,79.6,174.33,39.69,9.54,99,91.9,84
Delhi,2019-09-12,57.83,132.61,34.01,8.91,98,90.1,85
Delhi,2019-09-13,33.59,83.22,29.75,8.16,96,90.1,83
Delhi,2019-09-14,26.65,69.36,26.05,8.48,95,77.6,0
Delhi,2019-09-15,35.52,72.61,27.77,8.55,93,86.6,82
Delhi,2019-09-16,56.6,129.47,36.18,8.35,96,88.1,82
Delhi,2019-09-17,59.14,135.84,38.18,8.64,98,88.8,83
Delhi,2019-09-18,35.41,97.32,31.3,9.46,95,86.8,81
Delhi,2019-09-19,21.74,62.19,24.15,9.29,89,83.3,78
Delhi,2019-09-20,40.33,106.47,31.73,10.81,93,86.3,78
Delhi,2019-09-21,39.23,96.29,31.43,9.63,94,82.5,76
Delhi,2019-09-22,26.51,65.65,30.66,9.32,84,79.8,76
Delhi,2019-09-23,34.46,83.33,30.02,9.9,89,82.4,77
Delhi,2019-09-24,35.88,96.22,34.98,9.19,92,83.8,76
Delhi,2019-09-25,30.52,86.31,29.99,8.94,94,84,77
Delhi,2019-09-26,22.9,69.49,27.25,10.43,92,84.8,80
Delhi,2019-09-27,15.66,56.71,24.52,10.3,88,82,78
Delhi,2019-09-28,22.52,66.98,26.18,10.01,87,81,77
Delhi,2019-09-29,16.91,51.03,22.84,8.85,87,81.1,77
Delhi,2019-09-30,29.42,81.97,27.89,8.22,88,81.9,76
Delhi,2019-10-01,33.92,92.41,28,8.5,90,82.1,77
Delhi,2019-10-02,40.16,96.13,29.72,8.95,91,82.3,76
Delhi,2019-10-03,57.99,143.97,36.77,10.42,94,81.3,71
Delhi,2019-10-04,43.07,94.9,34.07,8.34,88,79.5,73
Delhi,2019-10-05,39.48,108.22,33.82,8.08,88,78.9,72
Delhi,2019-10-06,58.75,140.15,36.98,8.62,90,80,72
Delhi,2019-10-07,55.88,137.81,33.46,8.25,87,80.1,74
Delhi,2019-10-08,44.85,116.56,33.4,8.91,89,78.8,71
Delhi,2019-10-09,77.02,182.89,45.5,11.9,92,80.1,70
Delhi,2019-10-10,100.82,215.18,50.32,13.83,93,79.4,70
Delhi,2019-10-11,98.07,203.36,48.05,11.02,91,80.1,69
Delhi,2019-10-12,103.45,209.42,48.54,11.26,91,80,71
Delhi,2019-10-13,132.57,255.42,51.27,12.75,91,79.1,71
Delhi,2019-10-14,116.33,239.47,50.83,11.46,92,79.4,70
Delhi,2019-10-15,133.35,285.26,58.61,13.31,93,81,71
Delhi,2019-10-16,146.37,279.78,53.03,13.22,92,81,72
Delhi,2019-10-17,121.68,245.2,46.51,14.95,92,80.6,72
Delhi,2019-10-18,90.41,203.39,39.62,11.36,94,81.3,72
Delhi,2019-10-19,76.77,174.84,51.37,11.33,90,79.4,71
Delhi,2019-10-20,98.05,203.14,48.83,10.64,89,75.9,67
Delhi,2019-10-21,115.16,235,51.05,11.11,85,72.9,65
Delhi,2019-10-22,93.51,213.26,50.05,11.7,87,74.6,65
Delhi,2019-10-23,122.12,268.58,57.92,14.08,90,74.4,63
Delhi,2019-10-24,173.56,346.51,67.36,18.87,89,75.3,65
Delhi,2019-10-25,129.9,270.87,52.55,15.17,87,74.6,66
Delhi,2019-10-26,148.73,290.6,56.43,12.76,86,74.5,65
Delhi,2019-10-27,198.81,321.68,48.37,13.21,89,74.9,65
Delhi,2019-10-28,301.39,420.35,48.45,18.03,86,75,66
Delhi,2019-10-29,287.56,440.77,60.03,12.71,83,73.9,67
Delhi,2019-10-30,279.32,454.35,63.87,13.81,87,74.8,65
Delhi,2019-10-31,314.32,500.04,71.37,15.86,88,74.4,64
Delhi,2019-11-01,388.45,584.15,73.61,16.32,89,76.1,64
Delhi,2019-11-02,320.26,467.74,54.1,12.88,85,74.5,68
Delhi,2019-11-03,582.28,706.58,49.67,10.2,80,72.8,67
Delhi,2019-11-04,272.3,386.16,44.53,11.68,85,73.5,67
Delhi,2019-11-05,190.41,296.98,44.32,13.17,86,72.8,64
Delhi,2019-11-06,101.09,207.19,54.77,11.58,90,74,61
Delhi,2019-11-07,182.47,292.56,51.64,11.95,73,68.4,63
Delhi,2019-11-08,154.14,253.44,52.79,14.04,86,71.6,63
Delhi,2019-11-09,140.8,230.5,44.01,11.58,85,70.9,63
Delhi,2019-11-10,192.35,296.44,50.35,13.95,83,68.9,60
Delhi,2019-11-11,252.48,380.54,61.36,15.18,83,67.4,58
Delhi,2019-11-12,384.34,529.59,66.1,14.41,77,64.3,56
Delhi,2019-11-13,383.36,541.19,73.6,15.12,83,68.6,58
Delhi,2019-11-14,371.42,545.66,82.63,16.26,78,68.4,62
Delhi,2019-11-15,423.52,576.12,59.35,14.14,82,70.1,62
Delhi,2019-11-16,174.03,293,42.35,12.89,85,72.1,64
Delhi,2019-11-17,96.34,165.5,33.78,10.78,84,72,62
Delhi,2019-11-18,108.4,181.67,40.05,10.55,74,65.3,60
Delhi,2019-11-19,126.92,218.13,52.79,12.05,80,66.1,56
Delhi,2019-11-20,175.19,295.47,77.62,14.74,83,66.5,57
Delhi,2019-11-21,217.7,363.77,91.65,19.85,83,66.8,56
Delhi,2019-11-22,201.17,332.6,75.08,16.02,81,67.4,56
Delhi,2019-11-23,130.41,224.14,52.7,11.64,80,69.4,60
Delhi,2019-11-24,107.86,178.21,43.51,11.35,80,69.3,62
Delhi,2019-11-25,122.37,213.67,53.29,13.59,80,68.1,59
Delhi,2019-11-26,114.27,225.78,53.83,17.65,82,70.8,62
Delhi,2019-11-27,65.7,128.1,42.94,10.71,80,68.6,60
Delhi,2019-11-28,31.03,58.6,32.3,8.99,70,65,61
Delhi,2019-11-29,53.79,100.29,41.9,10.14,76,64.5,58
Delhi,2019-11-30,96.96,159.36,45.04,9.87,73,52.9,0
Delhi,2019-12-01,123.66,192.47,50.39,11.39,74,60.1,51
Delhi,2019-12-02,141.12,229.08,57.23,11.18,73,58.9,49
Delhi,2019-12-03,140.07,241.56,60.85,11.37,76,59.9,50
Delhi,2019-12-04,163.24,277.92,71.65,13.48,74,58.1,47
Delhi,2019-12-05,271.99,416.79,91.53,14.48,73,58,47
Delhi,2019-12-06,241.69,362.1,69.73,13.41,75,60.6,50
Delhi,2019-12-07,233.79,348.44,66.41,15.4,76,51.9,0
Delhi,2019-12-08,239.98,355.16,68.59,13.69,74,59.6,50
Delhi,2019-12-09,200.33,311.58,68.28,12.34,74,58.6,48
Delhi,2019-12-10,236.4,363.3,72.63,12.49,69,56.4,50
Delhi,2019-12-11,299.85,452.65,85.56,14.71,73,60.6,48
Delhi,2019-12-12,284.18,412.59,64.36,12.61,69,61.5,55
Delhi,2019-12-13,94.62,124.26,41.21,7.9,65,59.4,54
Delhi,2019-12-14,78.59,128.36,41.29,9.04,65,58.5,54
Delhi,2019-12-15,94.67,151.57,39.9,8.5,67,57.5,52
Delhi,2019-12-16,88.05,133.11,35.06,7.17,55,52.5,51
Delhi,2019-12-17,93.07,140.23,32.7,7.26,54,51.1,47
Delhi,2019-12-18,144,214.88,44.41,7.98,63,52.8,46
Delhi,2019-12-19,261.16,385.13,55.64,9.64,58,50.4,44
Delhi,2019-12-20,316.09,449.06,60.58,9.92,63,53.5,49
Delhi,2019-12-21,249.87,353.94,50.24,8.52,63,54.5,48
Delhi,2019-12-22,146.81,202.05,38.96,6.67,58,52.1,49
Delhi,2019-12-23,171.47,240.19,39.83,7,54,42,0
Delhi,2019-12-24,262.69,401.03,56.72,8.7,60,52.7,46
Delhi,2019-12-25,166.71,258.28,39.77,6.96,51,47.3,45
Delhi,2019-12-26,196.97,299.85,45.08,6.99,55,47.3,42
Delhi,2019-12-27,240.07,371.45,54.6,7.88,56,47.4,40
Delhi,2019-12-28,275.6,426.12,55.98,10.26,55,44.6,38
Delhi,2019-12-29,326.79,500.15,57.76,10.25,60,47.9,41
Delhi,2019-12-30,333.43,486.35,55.61,11.15,49,44.4,40
Delhi,2019-12-31,245.53,338.18,47.5,11.03,58,48,42
Delhi,2020-01-01,372.14,483.87,64.18,18.49,68,51.4,38
Delhi,2020-01-02,327.04,439.31,64.8,19.95,72,56.9,42
Delhi,2020-01-03,228.9,337.04,55.65,14.93,72,58,48
Delhi,2020-01-04,220.6,327.22,57.67,12.85,71,56.5,48
Delhi,2020-01-05,170.21,257.94,48.25,9.59,69,57.5,47
Delhi,2020-01-06,159.64,247.47,51.19,11.34,66,58.5,53
Delhi,2020-01-07,120.31,176.22,44.9,12.74,64,58.9,54
Delhi,2020-01-08,117.98,145.85,38.64,8.67,58,55.6,52
Delhi,2020-01-09,89.26,132.06,32.3,7.28,58,50.8,46
Delhi,2020-01-10,130.82,203.54,45.12,9.44,63,51.3,44
Delhi,2020-01-11,151.1,245.62,53.28,11.65,67,53.5,45
Delhi,2020-01-12,207.23,325.36,59.91,12.35,72,56.4,46
Delhi,2020-01-13,218.98,329.77,55.04,11.59,66,58.7,49
Delhi,2020-01-14,115.62,163.67,38.08,9.24,62,54.9,47
Delhi,2020-01-15,111.57,179.08,47.45,10.68,68,56.7,46
Delhi,2020-01-16,139.06,197.9,44.21,10.44,60,55.8,52
Delhi,2020-01-17,107.65,152.98,36.19,9.69,63,55.6,51
Delhi,2020-01-18,125.3,198.24,43.78,9.65,63,54,49
Delhi,2020-01-19,125.04,187.93,34.18,8.69,61,51.8,46
Delhi,2020-01-20,142.18,225.67,38.21,9.65,60,53.5,50
Delhi,2020-01-21,222.81,348.45,48.18,12.24,68,56.6,49
Delhi,2020-01-22,198.88,296.98,44.3,10.95,63,54.6,46
Delhi,2020-01-23,74.45,137.61,35.26,8.71,68,57.4,51
Delhi,2020-01-24,79.83,151.81,44,10.73,69,55.8,45
Delhi,2020-01-25,136.72,240.57,56.31,12.36,68,53,44
Delhi,2020-01-26,201.2,309.09,50.94,12.81,73,58.5,45
Delhi,2020-01-27,209.97,330.91,67.09,14.72,71,60.1,50
Delhi,2020-01-28,104.45,149.12,42.01,11.12,71,60.8,55
Delhi,2020-01-29,77.95,134.17,42.24,9.85,69,58.1,51
Delhi,2020-01-30,91.56,168.43,45.04,10.06,67,56.4,48
Delhi,2020-01-31,92.04,170.33,47.35,9.9,67,55.4,48
Delhi,2020-02-01,112.13,201.19,44.25,10.02,67,54.3,45
Delhi,2020-02-02,120.86,200.9,45.28,10.32,66,53.6,45
Delhi,2020-02-03,138.5,243.43,53.71,11.4,70,55.4,44
Delhi,2020-02-04,188.42,340.56,64.8,15.26,71,56.5,44
Delhi,2020-02-05,150.08,255.41,53.35,13.31,70,56.3,46
Delhi,2020-02-06,118.57,205.43,51.82,12.08,67,54.7,45
Delhi,2020-02-07,150.15,253.82,58.46,14.21,67,54.8,44
Delhi,2020-02-08,149.67,238.17,47.55,14.39,69,56.6,49
Delhi,2020-02-09,151.43,247.62,50.75,14.64,72,57,45
Delhi,2020-02-10,174.4,292.44,56.48,14.83,71,56,45
Delhi,2020-02-11,176.57,306.12,60.12,14.37,73,57.6,45
Delhi,2020-02-12,172.12,295.05,55.96,16.24,76,63.3,51
Delhi,2020-02-13,95.72,179.78,41.59,16.49,81,68,57
Delhi,2020-02-14,73.84,172.28,34.6,13.53,76,65.9,59
Delhi,2020-02-15,83.07,174.78,44.57,17.59,77,64.8,55
Delhi,2020-02-16,132.63,237.81,57.15,19.61,80,63.1,51
Delhi,2020-02-17,158.69,282.84,61.17,18.85,79,63.9,51
Delhi,2020-02-18,125.53,238.91,59.91,23.01,77,63.1,53
Delhi,2020-02-19,138.46,286.39,59.9,20.13,79,65.1,49
Delhi,2020-02-20,98.84,223.69,44.05,14.91,81,69.4,59
Delhi,2020-02-21,53.11,85.49,33.27,10.45,68,62.3,58
Delhi,2020-02-22,63.62,123.44,41.23,13.38,76,65.5,58
Delhi,2020-02-23,105.71,182.2,42.24,14.3,80,67.6,57
Delhi,2020-02-24,70.59,145.05,44.2,15.94,79,66.9,56
Delhi,2020-02-25,127.75,224.02,46.76,18.24,78,66.8,58
Delhi,2020-02-26,141.81,258.62,50.67,17.61,81,68.5,57
Delhi,2020-02-27,107.28,203.77,46.15,14.7,80,69.3,58
Delhi,2020-02-28,83.48,161.36,33.92,11.55,79,70.1,64
Delhi,2020-02-29,60.01,115.82,33.98,12.05,81,67.9,61
Delhi,2020-03-01,42.83,91.88,40.73,12.19,82,71.5,60
Delhi,2020-03-02,99.34,203.51,50.23,15.81,82,70.1,61
Delhi,2020-03-03,86.26,188.73,46.6,15.48,83,70,60
Delhi,2020-03-04,82.9,193.79,45.62,16.22,84,69.4,60
Delhi,2020-03-05,31.43,67.5,32.97,11.32,80,67.9,58
Delhi,2020-03-06,21.32,38.5,33.71,10.42,71,61.4,58
Delhi,2020-03-07,40.96,85.45,35.53,11.84,70,63.3,58
Delhi,2020-03-08,72.1,140.22,37.14,12.61,76,64.4,55
Delhi,2020-03-09,58.04,133.75,32.29,13.33,77,65.3,57
Delhi,2020-03-10,84.35,160.91,30.22,17.21,78,67.3,54
Delhi,2020-03-11,55.19,112.57,29.76,13.82,81,71,62
Delhi,2020-03-12,56.92,155.18,36.74,13.68,81,71.3,61
Delhi,2020-03-13,68.72,209.02,40.53,15.42,82,70.4,59
Delhi,2020-03-14,39.41,85.26,34.59,11.59,74,65.1,60
Delhi,2020-03-15,60.99,124.24,41.09,13.92,77,65.9,56
Delhi,2020-03-16,61.61,144.37,41.52,14.8,79,67.8,57
Delhi,2020-03-17,69.7,160.15,43.5,15.06,81,68.8,58
Delhi,2020-03-18,68.93,162.56,45.86,14.93,85,72.1,59
Delhi,2020-03-19,90.62,195.15,45.67,17.66,86,73.6,63
Delhi,2020-03-20,90.31,200.79,51.26,19.71,88,76.6,65
Delhi,2020-03-21,82.39,184.81,46.04,18.55,86,74.6,66
Delhi,2020-03-22,78.61,134.46,29.85,16.63,87,75.3,63
Delhi,2020-03-23,54.26,100.55,25.96,15.17,90,76.3,65
Delhi,2020-03-24,55.85,103.62,27.07,15.81,91,74.3,66
Delhi,2020-03-25,37.87,68.03,21.11,11.49,91,78,65
Delhi,2020-03-26,45.69,75.81,16.58,12.82,82,75.4,70
Delhi,2020-03-27,26.89,45.48,15.32,11.04,79,71.3,64
Delhi,2020-03-28,21.23,34.15,17.52,10.28,82,71.3,62
Delhi,2020-03-29,27.59,55.75,16.6,10.39,86,75.1,65
Delhi,2020-03-30,35.08,64.66,17.52,12.47,85,73.4,63
Delhi,2020-03-31,35.31,67.01,18.03,12.33,90,77.4,64
Delhi,2020-04-01,32.88,65.84,19.17,13,91,78.1,66
Delhi,2020-04-02,28.51,61.06,17.18,10.84,87,76.6,68
Delhi,2020-04-03,31.36,62.69,20.07,11.99,85,73.6,62
Delhi,2020-04-04,40.79,77.64,22.38,12.59,90,75.3,61
Delhi,2020-04-05,51.79,96.88,24.42,16.03,91,78.1,64
Delhi,2020-04-06,59.91,114.88,24.37,15.59,96,82.6,67
Delhi,2020-04-07,33.12,94.02,19.27,13.46,92,80,67
Delhi,2020-04-08,29.7,79.04,18.56,12.85,90,78.4,70
Delhi,2020-04-09,36.13,76.32,21.37,14.2,91,76.3,56
Delhi,2020-04-10,57.67,112.93,27.12,16.32,95,80.6,65
Delhi,2020-04-11,53.03,118.1,23.64,18.38,98,84.9,70
Delhi,2020-04-12,38.57,92.7,17.59,15.7,97,83.6,70
Delhi,2020-04-13,60.6,136.77,23.4,19.86,100,87.5,72
Delhi,2020-04-14,58.22,144.7,25.71,17.38,103,88,77
Delhi,2020-04-15,58.31,190.98,24.55,14.89,103,88,77
Delhi,2020-04-16,69.8,191.17,25.01,19.42,102,86.4,74
Delhi,2020-04-17,26.93,89.58,15.83,14.08,98,88.4,83
Delhi,2020-04-18,29.09,102.53,15.45,12.63,97,82.8,70
Delhi,2020-04-19,35.49,73.86,19.72,13.17,94,81.3,69
Delhi,2020-04-20,52.86,113.25,24.56,15.06,90,79.5,71
Delhi,2020-04-21,37.17,87.27,19.64,15.36,94,80.9,68
Delhi,2020-04-22,58.25,130.99,24.79,17.34,96,82.5,68
Delhi,2020-04-23,54.71,127.82,24.83,17.39,94,82.9,74
Delhi,2020-04-24,65.91,138.46,25.62,18.62,98,85.4,71
Delhi,2020-04-25,33.09,85.83,18.68,12.76,99,86.5,77
Delhi,2020-04-26,40.24,117.1,17.45,16.21,86,76.1,69
Delhi,2020-04-27,27.18,53.02,14.8,15.59,92,80.6,67
Delhi,2020-04-28,41.75,80.36,17.35,17.6,92,83.9,74
Delhi,2020-04-29,55.18,114.91,20.11,19.08,96,86.3,75
Delhi,2020-04-30,49.96,115.63,17.61,17.42,100,89,80
Delhi,2020-05-01,61.04,143.11,18.46,17.52,101,89.1,78
Delhi,2020-05-02,34.67,107.36,14.36,13,99,88.1,78
Delhi,2020-05-03,32.56,83.02,15.14,11.94,94,80.8,73
Delhi,2020-05-04,26.63,60.59,16.95,11.92,95,83.3,70
Delhi,2020-05-05,56.24,115.91,21.36,16.4,98,87.4,75
Delhi,2020-05-06,58.44,169.61,21.88,15.78,93,84.6,77
Delhi,2020-05-07,36.02,88.35,17.97,13.6,98,85,73
Delhi,2020-05-08,51.09,120.82,21.66,13.82,103,90,75
Delhi,2020-05-09,54.18,126.9,17.65,13.33,105,92.5,82
Delhi,2020-05-10,44.3,110.39,16.46,12.02,95,81.9,73
Delhi,2020-05-11,43.26,93.49,19.53,12.66,94,84.6,72
Delhi,2020-05-12,43.19,94.4,18.49,13.84,99,88.1,78
Delhi,2020-05-13,68.8,159.2,21.34,15.41,94,86.3,79
Delhi,2020-05-14,56.17,126.53,25.12,12.92,103,87.4,76
Delhi,2020-05-15,47.44,101.93,23.45,13.71,100,89.1,77
Delhi,2020-05-16,81.87,151.8,26.17,16.19,103,89.3,76
Delhi,2020-05-17,98.63,187.24,31.96,20.19,105,89.8,76
Delhi,2020-05-18,101.02,192.68,34.76,22.11,105,89.9,76
Delhi,2020-05-19,106.63,208.65,42.67,20.41,104,89.9,74
Delhi,2020-05-20,67.8,155.41,32.8,18.96,103,90.9,74
Delhi,2020-05-21,55.92,163.77,31.36,18.99,107,91.6,78
Delhi,2020-05-22,94.37,213.47,45.36,26.05,110,94.1,76
Delhi,2020-05-23,74.92,209.49,42.43,17.05,112,98.3,81
Delhi,2020-05-24,55.37,179.3,27.35,17.11,111,97.6,85
Delhi,2020-05-25,61.46,162.41,30.92,21.3,111,97,84
Delhi,2020-05-26,55.38,190.11,37.79,16.82,114,99.5,85
Delhi,2020-05-27,43.22,161.76,26.95,14.49,113,99.6,87
Delhi,2020-05-28,39.07,229.55,17.1,11.68,103,91,75
Delhi,2020-05-29,24.62,66.66,19.02,9.95,96,84.4,76
Delhi,2020-05-30,23.09,53.19,18.51,9.95,94,84.8,77
Delhi,2020-05-31,21.51,40.43,17.05,9.06,92,79.3,71
Delhi,2020-06-01,41.05,80.47,22.99,14.02,95,85.1,72
Delhi,2020-06-02,45.9,98.32,24.78,12.71,98,87.9,80
Delhi,2020-06-03,50.62,114.01,28.02,15.91,97,86.6,78
Delhi,2020-06-04,68.24,143.79,34.11,17.97,94,85.4,79
Delhi,2020-06-05,42.43,87.05,25.87,12.46,95,84.9,79
Delhi,2020-06-06,35.14,80.49,21.25,10.69,98,92,85
Delhi,2020-06-07,39.99,91.17,22.65,11.89,81,80,79
Delhi,2020-06-08,46.9,103.27,25.81,15.78,99,89.3,78
Delhi,2020-06-09,64.77,148.67,32.01,15.06,103,93.6,82
Delhi,2020-06-10,58.9,156.29,34.31,14.12,104,93.1,85
Delhi,2020-06-11,54.69,134.36,30.94,12.74,104,94.6,84
Delhi,2020-06-12,64,152.7,30.05,12.9,104,95.9,88
Delhi,2020-06-13,52.36,129.33,25.46,10.59,101,90.5,84
Delhi,2020-06-14,71.08,150.28,26.01,13.57,104,95.1,85
Delhi,2020-06-15,48.69,120.23,25.95,12.57,106,96.3,86
Delhi,2020-06-16,39.87,107.99,24.58,12.08,107,96.4,88
Delhi,2020-06-17,34.35,92.58,16.94,10.84,105,95.8,87
Delhi,2020-06-18,36.84,100.62,18.32,12.19,108,97.4,86
Delhi,2020-06-19,57.6,205.56,17.78,11.98,105,96.5,88
Delhi,2020-06-20,35.96,108.73,20.37,10.98,97,87.6,76
Delhi,2020-06-21,39.7,95.63,23.7,11.71,97,89.6,81
Delhi,2020-06-22,39.47,77.48,20.61,11.08,96,89,78
Delhi,2020-06-23,29.02,64.12,16.39,11.09,98,91,83
Delhi,2020-06-24,30.91,62.61,16.84,11.02,93,87.1,83
Delhi,2020-06-25,38.37,77.76,21.41,11.28,98,89.1,82
Delhi,2020-06-26,50.01,112.08,22.06,11.66,98,89.6,83
Delhi,2020-06-27,39.8,155.94,21.46,10.38,103,93,85
Delhi,2020-06-28,59.52,308.65,21.6,10.7,104,96.8,87
Delhi,2020-06-29,44.86,184.12,21.57,11.58,104,92.6,81
Delhi,2020-06-30,39.8,91.98,17.96,10.51,98,91.4,82
Delhi,2020-07-01,54.01,128.66,21.05,11.15,100,93,86
Delhi,30-11-2020,133.73,156.15,13.71,34.33,,,
Delhi,01-12-2020,299.99,428.61,66.49,14.9,80,61.8,49
Delhi,02-12-2020,455.67,571.47,71.97,12.16,80,61.9,50
Delhi,03-12-2020,208.94,266.25,52.78,11.09,81,62.1,50
Delhi,04-12-2020,595.27,748.71,78.14,16.69,82,63.1,50
Delhi,05-12-2020,430.29,475.94,35.3,29.33,81,64.6,54
Delhi,06-12-2020,356.95,395.17,33.93,24.32,82,65,55
Delhi,07-12-2020,367.5,405.12,32.56,15.74,79,64.8,56
Delhi,08-12-2020,407.5,517.5,69.23,15.02,81,63.8,53
Delhi,09-12-2020,426.63,596.14,116.53,84.88,83,64.8,53
Delhi,10-12-2020,274.93,395.99,82.94,22.41,82,65,54
Delhi,11-12-2020,120.97,206.2,55.52,12.04,76,64.8,54
Delhi,12-12-2020,327.85,374.02,106.93,42.44,71,62.4,54
Delhi,13-12-2020,250.11,348.89,65.12,12.04,68,57.8,50
Delhi,14-12-2020,43.46,63.58,26.73,6.44,60,51,46
Delhi,15-12-2020,181.27,276.48,55.52,10.37,65,51.5,42
Delhi,16-12-2020,110.56,142.48,35.99,8.11,65,53.4,45
Delhi,17-12-2020,74.88,92.61,20.91,8.23,59,48.4,42
Delhi,18-12-2020,80.12,98.94,23.65,11.09,67,44.3,0
Delhi,19-12-2020,91.15,114.13,30.16,11.09,71,54.1,43
Delhi,20-12-2020,105.63,127.34,27.08,11.56,71,55.3,41
Delhi,21-12-2020,127.42,150.72,28.45,8.35,74,57.1,45
Delhi,22-12-2020,442.66,638.86,45.93,33.85,75,55.5,45
Delhi,23-12-2020,486.21,679.41,79.51,24.32,73,54.9,42
Delhi,24-12-2020,363.96,489.97,65.8,19.55,73,55.3,43
Delhi,25-12-2020,176.25,229.16,45.93,10.01,71,55.3,44
Delhi,26-12-2020,264.6,350.46,51.41,9.66,71,54.5,45
Delhi,27-12-2020,276.93,400.3,61.69,20.27,71,59,46
Delhi,28-12-2020,335.91,380.37,85.68,31.95,67,53.1,43
Delhi,29-12-2020,102.27,138.12,38.39,10.61,64,51.6,42
Delhi,30-12-2020,92.82,122.71,31.19,8.11,60,49,42
Delhi,31-12-2020,194.33,263.54,52.78,10.13,63,51.4,45
Delhi,01-01-2021,501.14,656.03,55.52,60.08,65,50.6,37
Delhi,02-01-2021,294.21,349.21,51.41,20.03,62,47.5,0
Delhi,03-01-2021,296.78,326.46,42.16,23.6,60,56,51
Delhi,04-01-2021,56.69,66.84,28.79,33.85,72,61.9,56
Delhi,05-01-2021,69.93,105.79,26.05,9.42,68,62.6,58
Delhi,06-01-2021,200.48,219.57,34.96,28.85,69,62.8,59
Delhi,07-01-2021,165.92,217.62,43.53,17.88,68,59.9,52
Delhi,08-01-2021,201.41,277.86,35.99,9.18,62,56.6,53
Delhi,09-01-2021,238.08,310.85,47.3,11.68,67,59.6,53
Delhi,10-01-2021,110.29,122.12,14.4,7.21,61,53.3,48
Delhi,11-01-2021,106.28,123.04,18.68,6.5,62,53.6,49
Delhi,12-01-2021,96.58,121.24,27.42,8.11,54,23,0
Delhi,13-01-2021,171.61,215.26,39.76,8.94,62,50.6,41
Delhi,14-01-2021,374.1,525.09,50.04,13.95,66,51,40
Delhi,15-01-2021,486.04,659.53,47.98,30.04,68,54.5,45
Delhi,16-01-2021,519.11,661.03,61.69,31.47,65,52.6,45
Delhi,17-01-2021,301.16,369.21,30.85,14.31,58,52.1,46
Delhi,18-01-2021,298.93,317.86,18.68,24.08,67,57.4,51
Delhi,19-01-2021,356.14,499.59,31.53,23.84,68,55.1,47
Delhi,20-01-2021,209.56,233.59,23.31,7.33,63,55.4,49
Delhi,21-01-2021,280.42,297.1,16.62,8.94,72,56.9,47
Delhi,22-01-2021,326.29,450.63,50.72,16.45,63,52.6,42
Delhi,23-01-2021,303.02,329.92,23.31,19.79,67,57,50
Delhi,24-01-2021,291.12,321.06,30.85,14.31,58,52.8,47
Delhi,25-01-2021,218.67,251.22,27.08,5.9,63,53.3,47
Delhi,26-01-2021,146.97,197.7,40.78,8.82,68,54.1,43
Delhi,27-01-2021,174.28,232.12,45.93,8.82,69,54.8,45
Delhi,28-01-2021,320.33,385.99,40.1,16.21,66,52.6,42
Delhi,29-01-2021,299.72,387.92,56.21,10.13,69,53.3,42
Delhi,30-01-2021,158.94,183.47,24.33,10.37,70,55.1,44
Delhi,31-01-2021,146.45,182.03,38.04,7.63,75,57,41
Delhi,01-02-2021,346.18,505.75,61.69,25.03,79,59.6,45
Delhi,02-02-2021,297.56,429.42,63.06,27.18,80,61.5,46
Delhi,03-02-2021,339.44,426.01,47.98,24.08,78,64.5,54
Delhi,04-02-2021,339.54,375.69,23.65,34.33,73,61.1,51
Delhi,05-02-2021,174.2,253.84,40.44,15.74,71,58.4,48
Delhi,06-02-2021,137.27,178.14,35.99,8.58,71,58.3,49
Delhi,07-02-2021,75.58,91.76,16.28,7.51,72,59.4,51
Delhi,08-02-2021,240.17,325.82,28.79,10.01,76,61,49
Delhi,09-02-2021,260.56,365.46,37.01,12.4,79,62,49
Delhi,10-02-2021,679.03,903.84,85.68,47.21,85,66.4,53
Delhi,11-02-2021,402.64,530.01,55.52,19.07,79,64.1,53
Delhi,12-02-2021,385.62,535.43,38.39,19.55,81,64,53
Delhi,13-02-2021,566.59,711.77,47.98,19.31,79,65,55
Delhi,14-02-2021,507.28,652.78,85.68,43.87,82,65.1,51
Delhi,15-02-2021,513.85,638.45,40.44,12.16,85,67.5,53
Delhi,16-02-2021,432.47,557.39,45.24,17.41,85,67.3,56
Delhi,17-02-2021,459.4,602.73,82.25,31.47,80,65.3,55
Delhi,18-02-2021,368.44,480.84,50.04,10.61,82,64.9,53
Delhi,19-02-2021,397.85,488.67,54.15,12.16,80,64.9,54
Delhi,20-02-2021,325.48,427.33,31.19,11.68,80,64.4,54
Delhi,21-02-2021,382.16,437.46,36.67,9.42,82,65.6,53
Delhi,22-02-2021,264.62,320.12,33.59,7.99,82,67.1,55
Delhi,23-02-2021,189.05,261.13,43.18,10.85,88,69.6,55
Delhi,24-02-2021,641.02,915.89,127.49,167.85,90,70.8,56
Delhi,25-02-2021,223.74,299.77,45.93,9.54,90,72,58
Delhi,26-02-2021,133.59,172.76,28.45,9.42,91,75.4,62
Delhi,27-02-2021,890.77,1064.67,153.54,105.86,88,75.5,65
Delhi,28-02-2021,365.78,543.66,59.63,62.94,90,74.7,63
Delhi,01-03-2021,133.26,219.57,36.67,12.52,83,69.8,58
Delhi,02-03-2021,58.98,76.21,16.45,11.21,83,71.4,62
